Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1823.7420261733257,OUT017
FDC47,3624.1058505220462,OUT017
NCR41,1674.3492540532352,OUT035
DRG49,3913.44760386628,OUT035
FDC52,3894.6038049572057,OUT027
FDY13,1276.9689188702796,OUT046
FDY35,915.8285060569281,OUT013
FDI35,2960.6368349259706,OUT017
NCU18,2342.6309631222507,OUT049
FDY33,2273.201297867,OUT018
FDC15,3895.312389893489,OUT027
FDU01,3082.5097281564595,OUT049
NCU42,2650.1568886481627,OUT046
NCV29,2512.7320213118337,OUT018
NCY30,2959.982470997533,OUT017
FDQ46,1913.0945804426633,OUT049
FDG58,3895.0606737330477,OUT027
FDK33,3446.548753172123,OUT017
NCD07,1756.6520651494645,OUT045
NCX29,3699.261649927387,OUT027
NCT42,2382.283708216127,OUT013
DRN59,948.0167681826251,OUT035
FDI44,1465.3501433905144,OUT035
FDA45,2867.5663693608894,OUT049
FDP31,1088.4448376179598,OUT045
FDY01,1874.2015536922413,OUT046
FDT09,1921.9124976175206,OUT018
DRH03,2974.0502070128005,OUT027
FDA36,2682.4973303911747,OUT018
NCF31,2514.308996755029,OUT017
FDG14,2548.190458518064,OUT049
FDG28,5255.859874286136,OUT027
FDU14,3974.3028500453984,OUT049
FDY47,277.6410696736933,OUT019
FDI56,1604.5953567263791,OUT049
DRD01,1058.29012722566,OUT013
FDM22,1015.6800257938482,OUT046
FDH33,806.1190529789478,OUT013
DRZ24,1906.8063733416109,OUT013
NCQ38,1707.0368517346742,OUT046
FDO16,2848.951686969095,OUT027
FDU07,3804.0672245512205,OUT027
NCB07,3053.2156327513007,OUT013
FDU48,2070.6775038584838,OUT045
NCM43,2539.136910731932,OUT045
FDR31,477.44426877699505,OUT010
DRK49,485.86409650238966,OUT018
NCI30,1891.2851961255465,OUT010
DRD60,2935.4735144551105,OUT017
NCG19,3591.5948980924004,OUT046
FDH12,1864.0621203508308,OUT035
FDM32,1664.4357517254257,OUT035
FDM27,2628.218778798601,OUT035
NCU53,4016.956362857611,OUT027
NCQ18,1583.4188645225056,OUT046
FDS10,2857.058396272112,OUT013
FDB33,3943.7120596345308,OUT027
FDI12,1500.6283829248775,OUT013
NCW42,3454.653936541189,OUT013
NCC06,1793.7615499003134,OUT018
FDW02,2170.5027484854845,OUT017
NCD43,1793.750650759899,OUT017
FDM57,1168.9960201417905,OUT018
FDA58,3746.909297591485,OUT017
FDK56,2868.859468407235,OUT046
FDP52,3566.361191491098,OUT045
FDW20,1741.1552858084322,OUT018
FDS52,1776.7492541255106,OUT049
NCT29,1649.0057833972262,OUT018
NCL54,2751.19078653715,OUT013
FDC05,3073.984942677341,OUT045
FDF34,3278.4095301596926,OUT035
FDP03,3472.943069169907,OUT027
FDD32,-434.45057683997425,OUT010
FDZ10,1993.9399995433125,OUT045
FDZ40,1122.3963525441527,OUT035
FDD51,516.6908408515709,OUT018
NCY30,946.5225128342411,OUT019
FDP58,3467.8473464158474,OUT017
FDV49,4193.470258837233,OUT017
FDY24,-941.37294887488,OUT019
NCO55,1823.9188677395116,OUT017
FDR13,2050.362846686614,OUT017
FDS51,1189.7139975779808,OUT017
FDP26,1615.80484186025,OUT045
NCB54,3480.87727345286,OUT027
FDF32,3166.545879539178,OUT017
FDN31,2700.786913771585,OUT018
DRM48,765.5148622375215,OUT017
FDN20,2775.503983773765,OUT049
DRL01,3623.244746982692,OUT046
FDV56,1913.0969256332837,OUT049
DRH13,3174.456517837275,OUT027
FDA03,2462.12737938558,OUT017
FDF47,4894.181646105178,OUT027
FDX32,2355.191778183757,OUT046
FDX57,1735.6968900637285,OUT049
NCA30,2873.118827888992,OUT045
FDO49,974.919441648417,OUT013
FDL04,-167.8003631315932,OUT019
DRM48,825.1720133676997,OUT035
FDR16,3368.3395710159366,OUT013
NCC19,2710.4954688865064,OUT018
NCE42,3570.909648247374,OUT045
FDY24,1090.876839920944,OUT017
FDH19,2878.571304522757,OUT049
FDJ46,2759.400510659258,OUT013
FDN45,1587.3242280400873,OUT010
FDY08,2398.7722052657077,OUT035
FDZ37,1626.755755063698,OUT035
NCT30,777.8860070461748,OUT045
DRY23,526.9236785631006,OUT018
NCZ30,1682.2336779154032,OUT018
FDC44,1542.3901521750847,OUT018
FDB45,1873.2528661931487,OUT035
FDY04,2669.558839057898,OUT013
FDM27,2525.9203542419814,OUT046
FDZ43,3877.3536169435333,OUT017
FDT39,601.4654602955202,OUT019
NCC06,170.06455910456384,OUT019
FDL15,3876.9166421732475,OUT027
FDL57,4122.935497378636,OUT017
FDU08,1628.3466397487937,OUT046
FDK40,4159.584103077233,OUT017
FDQ12,1698.3633906983596,OUT010
FDS48,2506.1876625124246,OUT017
FDP09,3260.8590240410736,OUT045
FDW21,1775.0605104626832,OUT049
FDY25,2982.0668475866273,OUT035
DRE13,1524.2590931005864,OUT017
FDV43,-1076.4292785361297,OUT019
FDD22,1750.7464849776081,OUT045
FDM46,-369.8568008948907,OUT019
NCO30,1013.5279826405359,OUT010
FDM25,2774.9962467294713,OUT046
NCN41,2068.8199825185966,OUT049
FDU24,1486.87506152722,OUT045
FDZ50,2918.300990287892,OUT046
FDP45,3979.4042654531195,OUT013
NCM54,1947.0108556224397,OUT045
FDW10,870.9125108073179,OUT019
FDP20,2162.722826913635,OUT017
FDK32,2436.608621104288,OUT046
FDN52,1590.4450480915186,OUT049
FDM58,1787.2652020902685,OUT045
FDZ46,3225.57132823076,OUT027
NCA18,1609.5973540141665,OUT018
FDD35,1959.549641891555,OUT046
NCK31,1027.9855964873896,OUT035
FDI40,3105.6181174778953,OUT027
FDT50,-242.28712763251696,OUT019
NCT06,2573.1894956880033,OUT046
FDT31,3112.5250759868622,OUT035
FDT45,1049.294419795678,OUT049
FDT13,2881.6575647022582,OUT045
FDO50,1430.1268058976077,OUT045
NCU18,353.2505230900414,OUT010
NCR54,3114.9633747009048,OUT049
NCO18,2528.5246665039576,OUT018
FDU09,979.351078513688,OUT045
FDT13,2683.8694701026916,OUT018
FDE09,1833.3059261031503,OUT046
NCK53,-228.19243227971634,OUT019
FDG45,3413.4409530684497,OUT049
DRH15,931.4975713600522,OUT035
FDO21,1680.8301184576676,OUT019
FDD14,4297.979926227337,OUT027
FDC09,1736.236716692562,OUT046
FDH45,2263.6803143405778,OUT027
FDV32,1119.3853350415463,OUT046
FDG12,2099.113227210115,OUT035
FDS32,2328.7847678870758,OUT013
NCL55,3573.050996881736,OUT018
DRE01,3864.2169874837145,OUT035
DRE15,1387.3871486913936,OUT049
NCL42,3736.2243205345753,OUT045
FDP31,1161.9884008858935,OUT013
FDN33,1304.9018318460587,OUT018
FDZ59,2637.5832059627073,OUT046
FDE45,931.7170442615121,OUT010
FDJ07,1961.6670586195582,OUT013
FDQ45,2670.2827697853127,OUT018
FDM33,4824.039690171043,OUT027
FDO15,-519.8793843700573,OUT010
FDM46,1552.2680968235723,OUT013
FDR03,3190.1469128328367,OUT045
FDY49,2422.8546695172163,OUT018
FDQ60,1893.1457125231025,OUT045
FDW10,2873.029496728041,OUT049
FDO51,966.9287911132564,OUT049
FDJ40,1551.997348598434,OUT018
FDS20,2597.0807126962845,OUT018
FDU45,1923.3271779213508,OUT013
FDV02,2814.697887045014,OUT035
FDN09,3749.953720491576,OUT046
NCM55,4327.740943355288,OUT027
FDN23,2074.7410184810733,OUT018
FDY31,450.20851010455465,OUT010
FDW03,-72.42038015894082,OUT010
FDD14,2856.4465218491873,OUT046
FDV23,2110.067474773322,OUT017
DRI03,2682.767346624479,OUT045
FDN13,1758.8482051068322,OUT035
FDF45,2527.520464847725,OUT027
FDU46,1659.9024346962128,OUT035
FDB57,3617.7675884732234,OUT049
FDV12,1780.8452666320327,OUT049
FDQ58,2424.8736722459867,OUT013
NCA18,1958.0200842507113,OUT017
FDH52,1217.0359060082644,OUT049
FDM24,2151.7123178472757,OUT018
NCP43,4256.692458316628,OUT027
NCO18,906.7840279517679,OUT019
FDM32,1615.1951628050058,OUT017
NCL07,801.8355201841127,OUT017
FDK03,3992.601404867823,OUT013
FDP59,1831.4802249927109,OUT017
FDQ24,3974.6046895291033,OUT049
FDQ16,1532.9992584428553,OUT018
FDU44,2626.3319340125636,OUT013
FDH28,-1126.9730431551795,OUT010
FDV28,-1200.6081058872196,OUT019
FDM22,947.9048317784263,OUT045
FDR56,3097.64209901269,OUT046
FDV39,3183.5460407535547,OUT049
FDU37,-506.25545936869173,OUT019
FDQ11,2181.318352340777,OUT010
FDX02,3412.862421344271,OUT045
NCS42,1242.9976161790144,OUT018
FDY57,3014.8700631256447,OUT027
FDB21,3819.707638948527,OUT049
FDE28,3682.5667883767796,OUT017
FDQ55,1994.7399937775824,OUT017
FDA48,3546.5897334169163,OUT049
FDZ19,2679.175895925468,OUT045
NCC43,3797.533790777963,OUT045
NCV18,1335.361633372745,OUT046
NCA42,2216.5400007928993,OUT018
FDY45,3949.49017434021,OUT046
NCC30,2735.6455867996438,OUT045
FDM57,1506.8977422823796,OUT013
FDL09,774.8499612435245,OUT010
FDB09,3448.7555113464314,OUT027
FDT44,2054.2912025825212,OUT035
NCT06,3995.36125205819,OUT027
FDX26,2976.602520581374,OUT049
FDK32,2507.8532072315875,OUT013
DRA12,2240.5557340082605,OUT046
FDO46,1114.508602715056,OUT010
FDE52,1519.1171949899217,OUT013
NCH42,3497.043051737472,OUT045
FDV08,911.3748663967783,OUT035
FDB47,3019.2740409785856,OUT018
FDC28,-107.05902359028005,OUT010
FDD22,1837.3886828013342,OUT046
FDS07,3271.5142342946615,OUT027
DRI13,3300.9525921478016,OUT045
FDG32,3175.431266449995,OUT018
FDU14,3974.3573738138266,OUT017
FDD28,-863.5343473333978,OUT019
NCP41,1880.0758094104447,OUT017
FDS08,2867.4808204782853,OUT049
FDX47,2491.096193652867,OUT045
FDC53,-183.08310710176596,OUT019
FDQ19,3925.8699671290333,OUT035
FDL14,2453.041745372468,OUT045
FDM33,1545.5297519855576,OUT019
FDA51,1789.4543607980424,OUT045
FDZ27,617.8500868763117,OUT018
FDT04,745.1133388159899,OUT046
DRC13,2123.6492412256875,OUT049
FDR16,4791.908717572183,OUT027
FDQ03,5116.804555195459,OUT027
FDE38,2799.8801845587377,OUT035
DRH23,2382.2669890797847,OUT027
FDT11,1140.3272218007717,OUT019
FDD09,2973.9611835742285,OUT035
FDR40,1369.1912077659683,OUT045
FDX07,3008.136799118481,OUT017
FDR07,1749.1510317052612,OUT035
FDA51,1966.612376613719,OUT017
FDT59,1724.4349580823637,OUT019
FDF20,3170.503965029035,OUT017
FDR13,1861.1844300352107,OUT045
FDY26,3434.025570751616,OUT049
FDW04,2214.59964717494,OUT017
FDK52,3614.203818530474,OUT017
FDN60,2589.737889457898,OUT049
FDM09,864.2300017043142,OUT019
FDP46,1549.084561161282,OUT049
FDB50,-573.1607888004158,OUT019
NCQ29,4059.9903549694795,OUT049
FDP16,5234.0281635195,OUT027
FDX33,2308.2185742593483,OUT018
FDP07,1234.3032445054005,OUT010
FDN22,3885.8312434093555,OUT046
FDF39,4192.606425094747,OUT049
FDS21,1225.8229377337705,OUT017
NCM42,1771.3912354418521,OUT013
FDK50,718.2668158042659,OUT019
DRF13,3745.2447666146295,OUT027
FDH35,2322.9214344302072,OUT018
FDP60,1344.2432133873006,OUT018
DRJ49,3490.51959942509,OUT027
NCT42,481.827656732444,OUT019
FDE38,2758.0228647791737,OUT049
FDI04,3254.516982779425,OUT049
NCH54,2418.42303033523,OUT045
FDT56,1174.1207439467164,OUT049
DRD15,3325.4242003411255,OUT018
FDV58,3056.014167390726,OUT013
FDP21,3095.2777342628365,OUT049
FDH05,3685.5920097426083,OUT013
FDR10,4000.4217869315967,OUT027
NCP06,2297.7530503074245,OUT045
FDF33,1848.128681077018,OUT049
DRK37,2970.4808309154423,OUT013
DRH49,1335.8893244760386,OUT045
FDT58,2678.2489857618507,OUT013
FDD41,1474.537614325907,OUT018
FDP40,1584.4571795935947,OUT018
FDM51,3140.7604525666634,OUT027
FDO45,-383.5200273963299,OUT010
FDW33,-154.28692155938558,OUT010
FDY24,924.1579232930412,OUT045
FDB10,1784.7055183664388,OUT010
FDM40,2373.144597206196,OUT035
NCI06,2926.585851253407,OUT017
FDW12,470.421647774049,OUT019
FDX48,3939.0364796820318,OUT027
NCW05,3127.6174665331214,OUT027
FDX27,1696.2833136456209,OUT017
DRM37,3007.075447144702,OUT045
FDA38,3697.2088074053922,OUT045
FDR36,779.8595724241319,OUT046
FDZ45,3104.128734729622,OUT046
FDG05,2630.618717805763,OUT017
FDK28,4032.1392626760176,OUT013
FDV47,1370.888264396381,OUT045
FDN21,2472.439925693682,OUT045
FDP20,3476.469291365366,OUT027
FDI35,2798.1659975007487,OUT045
DRY23,850.0606313851738,OUT013
FDA56,2100.682555182295,OUT017
FDB09,2037.1439408277797,OUT013
NCO26,3296.739461676201,OUT027
FDQ49,2266.7994560137095,OUT018
FDI52,3389.268830759645,OUT027
FDZ44,3343.094083946911,OUT027
FDZ09,2326.2317234354405,OUT018
FDY03,1987.7488958584947,OUT049
NCG42,2161.3863943217716,OUT017
DRI13,4803.774718889859,OUT027
FDQ32,2111.893492494895,OUT013
FDW16,1709.6640867186115,OUT035
FDU27,862.5169781751481,OUT046
FDR28,754.0430750229244,OUT010
FDQ49,675.818045477895,OUT010
FDS37,1890.9385509839585,OUT046
FDW26,3200.6228038597837,OUT018
FDX12,3504.045408519437,OUT018
NCP06,2415.6120286331275,OUT013
FDW45,447.8363930799334,OUT010
NCN30,1654.0620828130036,OUT049
FDN24,1043.5134498189254,OUT049
NCL41,2055.9174742583045,OUT027
FDR02,-54.09338477056383,OUT019
FDD09,967.8574317145168,OUT010
FDS33,-346.7645558031364,OUT010
FDU22,1860.8550434922624,OUT045
FDI53,2622.4647137213624,OUT013
DRH01,2840.766680208347,OUT049
FDX32,2344.9966058776513,OUT013
NCP30,465.9369494751347,OUT018
FDB60,3021.096548465805,OUT045
FDB14,1675.5162447074802,OUT049
NCP02,1149.7455628314424,OUT035
FDJ10,2373.4569262893033,OUT017
FDG34,1841.637516560062,OUT046
NCB18,1552.1957515816791,OUT017
FDM16,1411.379400779767,OUT049
FDW25,1154.0688502612813,OUT018
FDB35,-315.4896270600544,OUT010
DRN11,2267.9330051297625,OUT013
FDF41,1947.9874302475928,OUT019
FDH16,1414.617239084281,OUT045
NCQ50,3011.1584550727575,OUT018
DRH23,693.1737780348154,OUT018
DRJ37,2424.412209642028,OUT013
DRJ24,4296.009560386767,OUT027
FDY16,3040.599045522416,OUT035
FDQ27,1700.2497105442083,OUT045
FDZ33,2286.2898077240657,OUT045
FDF29,2103.8001747516532,OUT045
FDA08,2721.8133161172827,OUT049
FDG31,1128.8016682174023,OUT046
FDE34,1066.1782164240933,OUT019
NCR30,2652.620516733482,OUT027
FDV33,4177.02995620087,OUT035
DRZ24,1650.8781180138915,OUT018
NCL54,2810.908495299512,OUT035
FDR12,2884.0703004971747,OUT049
NCC54,3712.6239174467723,OUT046
DRN59,856.5306678035017,OUT013
FDX50,-66.28745875590755,OUT019
FDV31,4213.840782339436,OUT027
NCA29,4129.577040338583,OUT027
FDW60,2934.901547417036,OUT049
FDX08,2986.1518446559985,OUT017
DRD49,3647.374343869552,OUT013
FDD33,3555.0671501115994,OUT046
FDW35,844.8717689614398,OUT013
FDJ36,1815.968113004443,OUT017
FDV51,2783.3769803438386,OUT035
FDW36,1741.8530530039154,OUT046
FDH35,2602.9311278690284,OUT046
NCS30,3484.633003250342,OUT027
FDN49,859.3003793390031,OUT017
FDL08,3530.892900783334,OUT018
FDI09,3765.9841628140707,OUT013
FDP19,1768.5480967437904,OUT018
FDU21,-1183.3534365909286,OUT010
NCP41,1689.4040913301535,OUT045
FDY10,1877.8005249683338,OUT013
FDP12,478.84897447268554,OUT018
NCN26,1948.3575469485822,OUT049
FDK44,2764.771677680724,OUT013
FDC28,1868.498710353079,OUT049
FDJ41,5506.050096036327,OUT027
NCT29,2111.792935596399,OUT035
NCH42,1669.1867966175587,OUT019
FDU60,2410.613581830088,OUT018
FDS02,2964.8400583555604,OUT045
FDC51,2031.5327257508177,OUT046
FDU03,2933.9809439421947,OUT013
FDX39,3286.618884397506,OUT045
NCY05,-1195.9289058120817,OUT010
NCL06,5411.16884958652,OUT027
FDD32,1536.4190736003238,OUT035
NCN41,1903.4514812666096,OUT045
NCX53,2341.720814018878,OUT049
FDU57,550.9262798622576,OUT019
FDQ23,1713.9832958596712,OUT046
FDQ52,3779.616114711611,OUT045
FDC14,744.9841200615274,OUT045
FDY09,2937.100996359795,OUT035
FDQ28,2462.2785524777637,OUT045
FDV25,3431.973734931053,OUT046
FDJ07,2034.74129849669,OUT035
DRB25,1819.8641992989762,OUT049
FDK52,1607.808812944123,OUT019
FDY52,2530.9618499958488,OUT027
FDB28,3083.8389355652853,OUT046
FDT36,812.7085649432745,OUT035
FDV25,3553.7106319534237,OUT017
NCN07,3508.5353656325055,OUT027
FDC57,3179.7688836246152,OUT017
FDQ03,3433.782022486709,OUT018
FDU23,2745.5930535227862,OUT017
NCX41,3435.2548539272707,OUT035
NCD06,963.677310618868,OUT035
FDW08,1645.1142304593238,OUT045
NCU29,2402.0847538806593,OUT017
NCE06,2555.5305085922378,OUT013
FDV52,42.80905039322511,OUT010
FDB02,2927.9065577471074,OUT017
NCR18,718.6040403882163,OUT045
FDK16,1648.359695975284,OUT049
NCQ29,2064.303391236397,OUT010
FDZ01,-95.49243015079486,OUT019
FDW27,2643.0768285536874,OUT035
FDD17,3430.455332987949,OUT018
FDW39,2836.6131923241833,OUT013
DRH59,1149.4180822161827,OUT045
FDS52,1730.6869540480977,OUT013
FDU40,4497.142306891739,OUT027
NCF54,2756.864869511251,OUT013
FDH46,1674.6360055829607,OUT045
NCP14,1761.9097256465277,OUT049
FDH50,3026.8377259587264,OUT049
DRF15,544.9587757178236,OUT010
FDV27,2940.768290577668,OUT027
NCJ06,2034.2001682741036,OUT049
FDN02,2942.8754056444723,OUT018
FDQ51,983.576450232542,OUT049
FDQ07,3602.225211657049,OUT017
FDS45,1880.6478637573011,OUT049
NCJ06,1885.1240909930737,OUT045
FDD36,2057.7647242295075,OUT035
FDY25,2799.980642998939,OUT045
FDU52,2448.9267790765803,OUT046
DRK47,3606.076545798793,OUT017
NCL30,2140.1744811809713,OUT017
FDN22,4043.478961050572,OUT035
